Approach,Prediction Horizon,Patient,Day,Hour,RMSE
pixtral-large-latest,6,006,4,23,8.640051605830685
pixtral-large-latest,6,006,5,0,15.182235097804904
pixtral-large-latest,6,006,5,1,27.92187962423913
pixtral-large-latest,6,006,5,2,16.75665080028526
pixtral-large-latest,6,006,5,3,17.01898654005803
pixtral-large-latest,6,006,5,4,5.293105035578752
pixtral-large-latest,6,006,5,5,9.969601968872636
pixtral-large-latest,6,006,5,6,4.85221094907619
pixtral-large-latest,6,006,5,7,7.222263299990686
pixtral-large-latest,6,006,5,8,10.99329003826726
pixtral-large-latest,6,006,5,9,8.277889693668545
pixtral-large-latest,6,006,5,10,12.454964425355932
pixtral-large-latest,6,006,5,11,8.895057341284794
pixtral-large-latest,6,006,5,12,30.794403904212594
pixtral-large-latest,6,006,5,13,8.760885722953782
pixtral-large-latest,6,006,5,14,8.649938017589585
pixtral-large-latest,6,006,5,15,16.70107665069923
pixtral-large-latest,6,006,5,16,14.484070968135603
pixtral-large-latest,6,006,5,17,13.511118106874433
pixtral-large-latest,6,006,5,18,8.440914140226765
pixtral-large-latest,6,006,5,19,9.945517379661426
pixtral-large-latest,6,006,5,20,25.316323796869938
pixtral-large-latest,6,006,5,21,12.837805772925918
pixtral-large-latest,6,006,5,22,10.297919585541242
pixtral-large-latest,6,006,5,23,8.844646437464439
pixtral-large-latest,6,006,6,0,8.607231223888254
pixtral-large-latest,6,006,6,1,8.50415634746319
pixtral-large-latest,6,006,6,2,10.884869440810649
pixtral-large-latest,6,006,6,3,6.109431164964574
pixtral-large-latest,6,006,6,4,6.073634125387131
pixtral-large-latest,6,006,6,5,10.036830641350589
pixtral-large-latest,6,006,6,6,5.036214744862739
pixtral-large-latest,6,006,6,7,4.76536169444559
pixtral-large-latest,6,007,4,0,24.504999083320616
pixtral-large-latest,6,007,4,1,24.88501292287873
pixtral-large-latest,6,007,4,2,11.61386391149597
pixtral-large-latest,6,007,4,3,3.8396034588539933
pixtral-large-latest,6,007,4,4,4.418088232864198
pixtral-large-latest,6,007,4,5,6.501982240904186
pixtral-large-latest,6,007,4,6,3.7786269803691472
pixtral-large-latest,6,007,4,7,3.4843161263051825
pixtral-large-latest,6,007,4,8,12.142928650218735
pixtral-large-latest,6,007,4,9,31.173966734158498
pixtral-large-latest,6,007,4,10,19.28743186481969
pixtral-large-latest,6,007,4,11,11.638675342898564
pixtral-large-latest,6,007,4,12,16.388070142166413
pixtral-large-latest,6,007,4,13,17.947288674359243
pixtral-large-latest,6,007,4,14,12.431273517831789
pixtral-large-latest,6,007,4,15,22.467887654956634
pixtral-large-latest,6,007,4,16,9.220933940933186
pixtral-large-latest,6,007,4,17,6.120015536176872
pixtral-large-latest,6,007,4,18,7.31875326693728
pixtral-large-latest,6,007,4,19,10.200747279652061
pixtral-large-latest,6,007,4,20,6.632751521565872
pixtral-large-latest,6,007,4,21,18.728082141975207
pixtral-large-latest,6,007,4,22,10.6938154149163
pixtral-large-latest,6,007,4,23,8.271071710523078
pixtral-large-latest,6,007,5,0,6.149088943653851
pixtral-large-latest,6,007,5,1,7.6950550363348365
pixtral-large-latest,6,007,5,2,9.411807693791083
pixtral-large-latest,6,007,5,3,3.3490123417072226
pixtral-large-latest,6,008,3,0,18.962095223318958
pixtral-large-latest,6,008,3,1,22.97939184663212
pixtral-large-latest,6,008,3,2,21.06116441613567
pixtral-large-latest,6,008,3,3,46.23651990929347
pixtral-large-latest,6,008,3,4,6.115851592231326
pixtral-large-latest,6,008,3,5,11.197471631367755
pixtral-large-latest,6,008,3,6,15.09459243050952
pixtral-large-latest,6,008,3,7,19.531983745086745
pixtral-large-latest,6,008,3,8,10.603162201804997
pixtral-large-latest,6,008,3,9,10.219236482285249
pixtral-large-latest,6,008,3,10,8.522169462106419
pixtral-large-latest,6,008,3,11,38.370342595615696
pixtral-large-latest,6,008,3,12,24.667208936687594
pixtral-large-latest,6,008,3,13,10.218678896834652
pixtral-large-latest,6,008,3,14,10.130762582367675
pixtral-large-latest,6,008,3,15,21.261251238481925
pixtral-large-latest,6,008,3,16,29.13513394766663
pixtral-large-latest,6,008,3,17,28.529576293419133
pixtral-large-latest,6,008,3,18,15.277740474893163
pixtral-large-latest,6,008,3,19,10.651554411123552
pixtral-large-latest,6,008,3,20,33.22768034733759
pixtral-large-latest,6,008,3,21,23.338082184428433
pixtral-large-latest,6,008,3,22,11.916676984998205
pixtral-large-latest,6,008,3,23,13.018389904886714
pixtral-large-latest,6,008,4,0,13.200888121344606
pixtral-large-latest,6,008,4,1,17.51266749972983
pixtral-large-latest,6,008,4,2,9.180048917045758
pixtral-large-latest,6,008,4,3,8.908692946381617
pixtral-large-latest,6,008,4,4,11.416819267189238
pixtral-large-latest,6,008,4,5,8.419198419147937
pixtral-large-latest,6,008,4,6,5.15624302291763
pixtral-large-latest,6,008,4,7,11.463627876737778
pixtral-large-latest,6,008,4,8,17.133088413383327
pixtral-large-latest,12,001,4,0,23.790674988183664
pixtral-large-latest,12,001,4,1,16.320266514252378
pixtral-large-latest,12,001,4,2,10.835303275533626
pixtral-large-latest,12,001,4,3,16.416975308017882
pixtral-large-latest,12,001,4,4,10.283056986265805
pixtral-large-latest,12,001,4,5,12.392098560830648
pixtral-large-latest,12,001,4,6,28.125006068878378
pixtral-large-latest,12,001,4,7,62.70321256863722
pixtral-large-latest,12,001,4,8,30.591457166004187
pixtral-large-latest,12,001,4,9,46.86056857142606
pixtral-large-latest,12,001,4,10,56.628436613616984
pixtral-large-latest,12,001,4,11,39.855774890064346
pixtral-large-latest,12,001,4,12,24.492869911575774
pixtral-large-latest,12,001,4,13,44.17718894502632
pixtral-large-latest,12,001,4,14,20.452139814790165
pixtral-large-latest,12,001,4,15,15.565330402675553
pixtral-large-latest,12,001,4,16,15.496557596634585
pixtral-large-latest,12,001,4,17,11.720759911723658
pixtral-large-latest,12,001,4,18,107.47565288875549
pixtral-large-latest,12,001,4,19,67.96840539769191
pixtral-large-latest,12,001,4,20,34.43833843732176
pixtral-large-latest,12,001,4,21,24.304943803022443
pixtral-large-latest,12,001,4,22,63.54490269473372
pixtral-large-latest,12,001,4,23,30.01222906865863
pixtral-large-latest,12,001,5,0,5.663516363125548
pixtral-large-latest,12,001,5,1,5.848489403270904
pixtral-large-latest,12,001,5,2,15.06784088382744
pixtral-large-latest,12,001,5,3,10.780588495136685
pixtral-large-latest,12,001,5,4,3.439139495232924
pixtral-large-latest,12,001,5,5,19.842550149209153
pixtral-large-latest,12,001,5,6,45.77667602327958
pixtral-large-latest,12,001,5,7,49.798816705857305
pixtral-large-latest,12,001,5,8,72.35385075645196
pixtral-large-latest,12,001,5,9,39.198959223214715
pixtral-large-latest,12,001,5,10,29.653207762905087
pixtral-large-latest,12,001,5,11,10.694825751671047
pixtral-large-latest,12,001,5,12,26.48838629442789
pixtral-large-latest,12,001,5,13,37.040796984440014
pixtral-large-latest,12,001,5,14,29.63050738591802
pixtral-large-latest,12,001,5,15,25.645734617585283
pixtral-large-latest,12,001,5,16,11.137404442464122
pixtral-large-latest,12,001,5,17,39.01731108651556
pixtral-large-latest,12,001,5,18,52.83513803734212
pixtral-large-latest,12,001,5,19,33.430397438447216
pixtral-large-latest,12,001,5,20,23.049807564140693
pixtral-large-latest,12,001,5,21,7.393187986811497
pixtral-large-latest,12,001,5,22,30.564820916015258
pixtral-large-latest,12,001,5,23,17.30198918987827
pixtral-large-latest,12,001,6,0,14.278954900894375
pixtral-large-latest,12,001,6,1,9.571436651189341
pixtral-large-latest,12,001,6,2,9.359723360254062
pixtral-large-latest,12,001,6,3,6.058269075959803
pixtral-large-latest,12,001,6,4,16.667614355458586
pixtral-large-latest,12,001,6,5,22.879407881743592
pixtral-large-latest,12,001,6,6,69.89740985135373
pixtral-large-latest,12,001,6,7,67.36302936466258
pixtral-large-latest,12,001,6,8,18.095822446886878
pixtral-large-latest,12,001,6,9,22.763002149663137
pixtral-large-latest,12,001,6,10,6.270278126638209
pixtral-large-latest,12,001,6,11,45.3874180544697
pixtral-large-latest,12,001,6,12,59.293037245484626
pixtral-large-latest,12,001,6,13,43.61656009716252
pixtral-large-latest,12,001,6,14,20.012433673708067
pixtral-large-latest,12,001,6,15,14.68054871080306
pixtral-large-latest,12,002,4,0,42.18121874766561
pixtral-large-latest,12,002,4,1,34.067408525969
pixtral-large-latest,12,002,4,2,18.12522228747396
pixtral-large-latest,12,002,4,3,23.224094411132363
pixtral-large-latest,12,002,4,4,26.44955632282748
pixtral-large-latest,12,002,4,5,10.893163242265006
pixtral-large-latest,12,002,4,6,10.954176094624394
pixtral-large-latest,12,002,4,7,101.20969425910141
pixtral-large-latest,12,002,4,8,37.756935826557196
pixtral-large-latest,12,002,4,9,53.271632700616756
pixtral-large-latest,12,002,4,10,108.6736098641256
pixtral-large-latest,12,002,4,11,23.165116195441662
pixtral-large-latest,12,002,4,12,61.98163479615558
pixtral-large-latest,12,002,4,13,45.8253111833407
pixtral-large-latest,12,002,4,14,13.521918806531838
pixtral-large-latest,12,002,4,15,37.24297118960146
pixtral-large-latest,12,002,4,16,43.062602952429344
pixtral-large-latest,12,002,4,17,45.85865283964356
pixtral-large-latest,12,002,4,18,28.344112410076033
pixtral-large-latest,12,002,4,19,63.32852119377372
pixtral-large-latest,12,002,4,20,21.266422153875695
pixtral-large-latest,12,002,4,21,103.79316246324633
pixtral-large-latest,12,002,4,22,53.83243207093107
pixtral-large-latest,12,002,4,23,14.166451909232745
pixtral-large-latest,12,002,5,0,37.21175569101265
pixtral-large-latest,12,002,5,1,13.149609473969862
pixtral-large-latest,12,002,5,2,12.342900771702016
pixtral-large-latest,12,002,5,3,8.072856862619124
pixtral-large-latest,12,002,5,4,12.895906490396166
pixtral-large-latest,12,002,5,5,21.080354403866394
pixtral-large-latest,12,002,5,6,90.94131701636285
pixtral-large-latest,12,002,5,7,65.08092435012789
pixtral-large-latest,12,002,5,8,31.103234098211725
pixtral-large-latest,12,002,5,9,37.06922047156336
pixtral-large-latest,12,002,5,10,84.48166029226012
pixtral-large-latest,12,004,4,0,50.907318933728746
pixtral-large-latest,12,004,4,1,38.16398276823716
pixtral-large-latest,12,004,4,2,60.91219023181219
pixtral-large-latest,12,004,4,3,55.094232128193305
pixtral-large-latest,12,004,4,4,50.337287013122065
pixtral-large-latest,12,004,4,5,78.19408859170751
pixtral-large-latest,12,004,4,6,165.20553741522167
pixtral-large-latest,12,004,4,7,120.29283606981944
pixtral-large-latest,12,004,4,8,66.98957036342252
pixtral-large-latest,12,004,4,9,58.87295654504878
pixtral-large-latest,12,004,4,10,127.6594294061742
pixtral-large-latest,12,004,4,11,48.10956543374966
pixtral-large-latest,12,004,4,12,108.44862991681347
pixtral-large-latest,12,004,4,13,49.96352771445928
pixtral-large-latest,12,004,4,14,19.545405807182348
pixtral-large-latest,12,004,4,15,102.73442434054601
pixtral-large-latest,12,004,4,16,97.432511828668
pixtral-large-latest,12,006,4,0,23.42506946732575
pixtral-large-latest,12,006,4,1,4.41659667571344
pixtral-large-latest,12,006,4,2,9.067983195766756
pixtral-large-latest,12,006,4,3,6.998196054616896
pixtral-large-latest,12,006,4,4,8.989068437351683
pixtral-large-latest,12,006,4,5,12.250465970243171
pixtral-large-latest,12,006,4,6,30.07210692311304
pixtral-large-latest,12,006,4,7,15.416193537474761
pixtral-large-latest,12,006,4,8,31.487759560689817
pixtral-large-latest,12,006,4,9,33.095579642283404
pixtral-large-latest,12,006,4,10,36.07017113304174
pixtral-large-latest,12,006,4,11,12.04280811766968
pixtral-large-latest,12,006,4,12,28.507954762560644
pixtral-large-latest,12,006,4,13,30.95446230863555
pixtral-large-latest,12,006,4,14,32.65522836708304
pixtral-large-latest,12,006,4,15,23.54603627394463
pixtral-large-latest,12,006,4,16,39.66008949057863
pixtral-large-latest,12,006,4,17,7.828275605123561
pixtral-large-latest,12,006,4,18,14.116783381800172
pixtral-large-latest,12,006,4,19,14.39550609245847
pixtral-large-latest,12,006,4,20,28.21698796921893
pixtral-large-latest,12,006,4,21,44.45317557500595
pixtral-large-latest,12,006,4,22,43.36271485127805
pixtral-large-latest,12,006,4,23,15.803158395135473
pixtral-large-latest,12,006,5,0,47.29198759656808
pixtral-large-latest,12,006,5,1,56.390433604189084
pixtral-large-latest,12,006,5,2,52.74857434916931
pixtral-large-latest,12,006,5,3,27.783763573610816
pixtral-large-latest,12,006,5,4,11.603266086143345
pixtral-large-latest,12,006,5,5,14.066152474912784
pixtral-large-latest,12,006,5,6,10.961640103969302
pixtral-large-latest,12,006,5,7,8.785757023085667
pixtral-large-latest,12,006,5,8,17.5496624823085
pixtral-large-latest,12,006,5,9,10.275501789552525
pixtral-large-latest,12,006,5,10,22.96839453365403
pixtral-large-latest,12,006,5,11,21.896411060966454
pixtral-large-latest,12,006,5,12,49.028884212012684
pixtral-large-latest,12,006,5,13,15.683479237538405
pixtral-large-latest,12,006,5,14,22.510090659821753
pixtral-large-latest,12,006,5,15,25.944951997418755
pixtral-large-latest,12,006,5,16,51.292619821735876
pixtral-large-latest,12,006,5,17,17.704752294594062
pixtral-large-latest,12,006,5,18,16.822972561173803
pixtral-large-latest,12,006,5,19,20.286441139619058
pixtral-large-latest,12,006,5,20,37.43933868302071
pixtral-large-latest,12,006,5,21,21.72255833317426
pixtral-large-latest,12,006,5,22,38.61628489176373
pixtral-large-latest,12,006,5,23,48.962786737308974
pixtral-large-latest,12,006,6,0,13.75564761345099
pixtral-large-latest,12,006,6,1,7.234659744744513
pixtral-large-latest,12,006,6,2,16.156721893975956
pixtral-large-latest,12,006,6,3,7.514425019811411
pixtral-large-latest,12,006,6,4,9.335258889008301
pixtral-large-latest,12,006,6,5,16.24929672410877
pixtral-large-latest,12,006,6,6,12.122520909870238
pixtral-large-latest,12,006,6,7,10.16587048494637
pixtral-large-latest,12,007,4,0,59.70505884715403
pixtral-large-latest,12,007,4,1,38.97521276793077
pixtral-large-latest,12,007,4,2,13.651346041083901
pixtral-large-latest,12,007,4,3,6.05121872008143
pixtral-large-latest,12,007,4,4,9.531911309214697
pixtral-large-latest,12,007,4,5,7.198937297108157
pixtral-large-latest,12,007,4,6,12.671696927269902
pixtral-large-latest,12,007,4,7,6.885920580748789
pixtral-large-latest,12,007,4,8,15.408141926220969
pixtral-large-latest,12,007,4,9,31.816750090565804
pixtral-large-latest,12,007,4,10,42.96220899122917
pixtral-large-latest,12,007,4,11,16.321761560986864
pixtral-large-latest,12,007,4,12,23.698830693985204
pixtral-large-latest,12,007,4,13,33.66773861541233
pixtral-large-latest,12,007,4,14,22.25879376178941
pixtral-large-latest,12,007,4,15,22.835396743534595
pixtral-large-latest,12,007,4,16,15.83168764680824
pixtral-large-latest,12,007,4,17,12.474370780075438
pixtral-large-latest,12,007,4,18,11.297066915217659
pixtral-large-latest,12,007,4,19,21.501318081075713
pixtral-large-latest,12,007,4,20,9.986116758779241
pixtral-large-latest,12,007,4,21,44.753972734513354
pixtral-large-latest,12,007,4,22,12.400955273516301
pixtral-large-latest,12,007,4,23,14.80573499451201
pixtral-large-latest,12,007,5,0,20.353247382931894
pixtral-large-latest,12,007,5,1,7.95669237046486
pixtral-large-latest,12,007,5,2,9.473538036388591
pixtral-large-latest,12,008,3,0,40.85155857155793
pixtral-large-latest,12,008,3,1,44.60643547015018
pixtral-large-latest,12,008,3,2,74.83875866554528
pixtral-large-latest,12,008,3,3,62.969849862184276
pixtral-large-latest,12,008,3,4,16.348173483501583
pixtral-large-latest,12,008,3,5,15.88982003008478
pixtral-large-latest,12,008,3,6,28.547546872042073
pixtral-large-latest,12,008,3,7,24.95163351811203
pixtral-large-latest,12,008,3,8,20.446912170156025
pixtral-large-latest,12,008,3,9,27.707423080286922
pixtral-large-latest,12,008,3,10,22.491543483838775
pixtral-large-latest,12,008,3,11,77.86738268462972
pixtral-large-latest,12,008,3,12,30.52967870647851
pixtral-large-latest,12,008,3,13,18.769659063779386
pixtral-large-latest,12,008,3,14,25.229369136503905
pixtral-large-latest,12,008,3,15,49.02494873274554
pixtral-large-latest,12,008,3,16,59.094307625856906
pixtral-large-latest,12,008,3,17,54.08186277922226
pixtral-large-latest,12,008,3,18,19.193638202019024
pixtral-large-latest,12,008,3,19,22.7278739815448
pixtral-large-latest,12,008,3,20,69.05102281385102
pixtral-large-latest,12,008,3,21,35.042368368084986
pixtral-large-latest,12,008,3,22,31.45645305671792
pixtral-large-latest,12,008,3,23,28.115254085686292
pixtral-large-latest,12,008,4,0,40.22755574742672
pixtral-large-latest,12,008,4,1,25.77366205616879
pixtral-large-latest,12,008,4,2,18.74684284167059
pixtral-large-latest,12,008,4,3,16.807808176072452
pixtral-large-latest,12,008,4,4,17.731861781625156
pixtral-large-latest,12,008,4,5,10.738096197826204
pixtral-large-latest,12,008,4,6,11.991369699293557
pixtral-large-latest,12,008,4,7,42.53177404176593
pixtral-large-latest,12,008,4,8,28.591280688085863
nollm,6,001,4,0,10.868147315060622
nollm,6,001,4,1,6.0208802071915875
nollm,6,001,4,2,4.744208137877762
nollm,6,001,4,3,10.277439773892745
nollm,6,001,4,4,9.5469730453403
nollm,6,001,4,5,4.791591122225564
nollm,6,001,4,6,21.492703672881653
nollm,6,001,4,7,25.817349300118916
nollm,6,001,4,8,18.612188391057767
nollm,6,001,4,9,18.758249045323527
nollm,6,001,4,10,33.92339511668353
nollm,6,001,4,11,12.022548443471306
nollm,6,001,4,12,21.392920607402747
nollm,6,001,4,13,12.319320898199479
nollm,6,001,4,14,10.64168460260049
nollm,6,001,4,15,12.858308292791635
nollm,6,001,4,16,17.024692046119117
nollm,6,001,4,17,9.777348098245604
nollm,6,001,4,18,26.079612758932065
nollm,6,001,4,19,55.92569887136377
nollm,6,001,4,20,15.035649711320517
nollm,6,001,4,21,14.682626426516615
nollm,6,001,4,22,28.91129022552121
nollm,6,001,4,23,13.609420102343403
nollm,6,001,5,0,5.062251940460425
nollm,6,001,5,1,3.9076091184481037
nollm,6,001,5,2,2.9795905088331023
nollm,6,001,5,3,5.425170806424245
nollm,6,001,5,4,3.860855106500076
nollm,6,001,5,5,4.533972716600579
nollm,6,001,5,6,48.08234446456329
nollm,6,001,5,7,20.827209823652776
nollm,6,001,5,8,30.24427502389441
nollm,6,001,5,9,20.594126233308966
nollm,6,001,5,10,21.532865750551156
nollm,6,001,5,11,5.564859019274835
nollm,6,001,5,12,17.56735550886669
nollm,6,001,5,13,19.38661605072361
nollm,6,001,5,14,18.287850887769167
nollm,6,001,5,15,14.697839070190119
nollm,6,001,5,16,8.111242702735174
nollm,6,001,5,17,18.698270558478843
nollm,6,001,5,18,46.30350843905869
nollm,6,001,5,19,29.068891767893643
nollm,6,001,5,20,20.365605131783344
nollm,6,001,5,21,20.573842154385883
nollm,6,001,5,22,14.290468394189661
nollm,6,001,5,23,7.276095999976425
nollm,6,001,6,0,13.26163116500734
nollm,6,001,6,1,6.366791054682166
nollm,6,001,6,2,5.502664420744527
nollm,6,001,6,3,6.004975459809442
nollm,6,001,6,4,8.345116005376278
nollm,6,001,6,5,9.294368537657842
nollm,6,001,6,6,44.51417662445155
nollm,6,001,6,7,28.403056581495274
nollm,6,001,6,8,15.684520832878185
nollm,6,001,6,9,19.478514120970303
nollm,6,001,6,10,16.223430836897556
nollm,6,001,6,11,13.382009160512725
nollm,6,001,6,12,19.058929111565156
nollm,6,001,6,13,11.202723326331768
nollm,6,001,6,14,11.569960694443088
nollm,6,001,6,15,12.495097886397138
nollm,6,001,6,16,15.326496080497162
nollm,6,002,4,0,15.940185112210012
nollm,6,002,4,1,20.1312510193024
nollm,6,002,4,2,10.161762988443993
nollm,6,002,4,3,10.834224744570184
nollm,6,002,4,4,5.4632548016423
nollm,6,002,4,5,6.33902457067363
nollm,6,002,4,6,4.579185877185897
nollm,6,002,4,7,53.67352081986023
nollm,6,002,4,8,30.47646158389647
nollm,6,002,4,9,16.024452792680055
nollm,6,002,4,10,60.317914136394755
nollm,6,002,4,11,14.314773880386818
nollm,6,002,4,12,36.17215611881753
nollm,6,002,4,13,21.400761028497417
nollm,6,002,4,14,10.87267677262997
nollm,6,002,4,15,6.841630322771053
nollm,6,002,4,16,8.562646963035762
nollm,6,002,4,17,24.410411042929663
nollm,6,002,4,18,13.832221074344286
nollm,6,002,4,19,22.09298074339923
nollm,6,002,4,20,11.77556390936254
nollm,6,002,4,21,34.165013023657046
nollm,6,002,4,22,26.92315804838726
nollm,6,002,4,23,10.234171859715982
nollm,6,002,5,0,20.087570222069974
